SN,Author,Abstract,Model,Model_detail,Purpose,Specialty,Use,n,Age,Female,AUC,Accuracy,Recall,Specificity,Precision,Sensitivity,PPV,NPV,F1-Score,Validation,Interpretable,Bias,Applicable,Country,Setting,n_normalized,Age_normalized,CV_Clean,Study Design,DOI,Paywall
59,"Killian, 2021: Liver 5 years","OBJECTIVES: Prediction of post-transplant health outcomes and identification of key factors remain important issues for pediatric transplant teams and researchers. Outcomes research has generally relied on general linear modeling or similar techniques offering limited predictive validity. Thus far, data-driven modeling and machine learning (ML) approaches have had limited application and success in pediatric transplant outcomes research. The purpose of the current study was to examine ML models predicting post-transplant hospitalization in a sample of pediatric kidney, liver, and heart transplant recipients from a large solid organ transplant program. MATERIALS AND METHODS: Various logistic regression, naive Bayes, support vector machine, and deep learning (DL) methods were used to predict 1-, 3-, and 5-year post-transplant hospitalization using patient and administrative data from a large pediatric organ transplant center. RESULTS: DL models generally outperformed traditional ML models across organtypes and prediction windows with area under the receiver operating characteristic curve values ranging from 0.750 to 0.851. Shapley additive explanations (SHAP) were used to increase the interpretability of DL model results. Various medical, patient, and social variables were identified as salient predictors across organ types. DISCUSSION: Results demonstrate the utility of DL modeling for health outcome prediction with pediatric patients, and its use represents an important development in the prediction of post-transplant outcomes in pediatric transplantation compared to prior research. CONCLUSION: Results point to DL models as potentially useful tools in decision-support systems assisting physicians and transplant teams in identifying patients at a greater risk for poor post-transplant outcomes.",Ensemble learner,Random Forest,Surgical Outcome Prediction,General Surgery,Liver transplant: 5-year hospitalization,312,1.205627854,0.518423464,0.645,0.73814,0.67,0.6915,0.65,0.63313,0.783,0.7153,0.625,Cross-validation,Yes,High,Yes,USA,Registry,-0.210128765,-0.761886736,0,Retrospective review,https://dx.doi.org/10.1093/jamiaopen/ooab008,
60,"Jalali, 2021","BACKGROUND: Craniosynostosis is the premature fusion of >=1 cranial sutures and often requires surgical intervention. Surgery may involve extensive osteotomies, which can lead to substantial blood loss. Currently, there are no consensus recommendations for guiding blood conservation or transfusion in this patient population. The aim of this study is to develop a machine-learning model to predict blood product transfusion requirements for individual pediatric patients undergoing craniofacial surgery. METHODS: Using data from 2143 patients in the Pediatric Craniofacial Surgery Perioperative Registry, we assessed 6 machine-learning classification and regression models based on random forest, adaptive boosting (AdaBoost), neural network, gradient boosting machine (GBM), support vector machine, and elastic net methods with inputs from 22 demographic and preoperative features. We developed classification models to predict an individual's overall need for transfusion and regression models to predict the number of blood product units to be ordered preoperatively. The study is reported according to the Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) checklist for prediction model development. RESULTS: The GBM performed best in both domains, with an area under receiver operating characteristic curve of 0.87 +/- 0.03 (95% confidence interval) and F-score of 0.91 +/- 0.04 for classification, and a mean squared error of 1.15 +/- 0.12, R-squared (R) of 0.73 +/- 0.02, and root mean squared error of 1.05 +/- 0.06 for regression. GBM feature ranking determined that the following variables held the most information for prediction: platelet count, weight, preoperative hematocrit, surgical volume per institution, age, and preoperative hemoglobin. We then produced a calculator to show the number of units of blood that should be ordered preoperatively for an individual patient. CONCLUSIONS: Anesthesiologists and surgeons can use this continually evolving predictive model to improve clinical care of patients presenting for craniosynostosis surgery.",Ensemble learner,Gradient Boosting Machine,Adverse Event Prediction,Neurosurgery,Blood transfusion during craniofacial surgery,678,1,0.91,0.87,0.8909,0.95,0.9,0.8732,0.95,0.90458,0.8597,0.91,Cross-validation,Yes,Low,Yes,USA,Multicenter,-0.199052963,-0.793136303,0,Prospective,https://dx.doi.org/10.1213/ANE.0000000000004988,
61,"Hu, 2021","PURPOSE: We aimed to introduce an explainable machine learning technology to help clinicians understand the risk factors for neonatal postoperative mortality at different levels. METHODS: A total of 1481 neonatal surgeries performed between May 2016 and December 2019 at a children's hospital were included in this study. Perioperative variables, including vital signs during surgery, were collected and used to predict postoperative mortality. Several widely used machine learning methods were trained and evaluated on split datasets. The model with the best performance was explained by SHAP (SHapley Additive exPlanations) at different levels. RESULTS: The random forest model achieved the best performance with an area under the receiver operating characteristic curve of 0.72 in the validation set. TreeExplainer of SHAP was used to identify the risk factors for neonatal postoperative mortality. The explainable machine learning model not only explains the risk factors identified by traditional statistical analysis but also identifies additional risk factors. The visualization of feature contributions at different levels by SHAP makes the ""black-box"" machine learning model easily understood by clinicians and families. Based on this explanation, vital signs during surgery play an important role in eventual survival. CONCLUSIONS: The explainable machine learning model not only exhibited good performance in predicting neonatal surgical mortality but also helped clinicians understand each risk factor and each individual case.",Ensemble learner,Random Forest,Survival/Mortality prediction,General Surgery,30-day mortality after cardiac surgery,1481,0.023287671,0.4613,0.72,0.91443,0.782,0.8817,0.61611,0.7786,0.7356,0.8684,0.7078,Internal,Yes,Unclear,Unclear,China,Hospital,-0.174752773,-0.941568711,0,Registry,https://dx.doi.org/10.1016/j.jpedsurg.2021.03.057,Paywall
62,"Hayashi, 2021","Background: Diagnosing pediatric appendicitis by ultrasonography (US) is difficult because US requires significant training and skill. We evaluated whether artificial intelligence (AI) can augment US. Materials and Methods: Among 70 abdominal ultrasound videos containing 85-347 images each, 50 were used to train the AI neural network. Each video was categorized based on the detection percentage and percent accuracy: most (>50%), partial (10-50%), and none (<10%). Test 1 involved verification of appendix detection by AI using the remaining 20 videos. Test 2 involved the evaluation of the effect of AI utilization on pediatricians. Results: From 50 videos, 6914 images were used to train the AI network. In test 1, 3 pediatric surgeons judged 10 (50.0%), 4 (20.0%), and 6 (30.0%) videos as ""most,"" ""partial,"" and ""none,"" respectively, regarding the detection percentage; 7 (35.0%), 7 (35.0%), and 6 (30.0%) videos were judged, respectively, concerning the percent accuracy. Five (83.3%) of six test videos with a scan area depth of 8 cm were judged as ""none"" for both detection and accuracy. In test 2, six videos were also judged as ""none"" for both categories, showing a negative effect on the participants (5 pediatric residents and 5 pediatric intensive-emergency fellows), but the other categories showed little negative effect. Conclusions: Appendicitis in a shallow US scan area can be easily identified with AI support. Even with the detection of a partial appendicitis shadow, AI is still helpful. However, if AI does not detect appendicitis at all, examiners may be negatively affected.",Neural network,UNet,Diagnosis,General Surgery,Appendicitis,70,7.043333333,0.31584,0.8857,0.91759,0.8966,0.9518,0.90575,0.89614,0.94236,0.96926,0.86907,Internal,No,High,Yes,Japan,Hospital,-0.21745211,0.125277942,Radiology,Prospective,https://doi.org/10.1089/lap.2021.0318,Paywall
63,"Hale, 2021","PURPOSE: While conventional statistical approaches have been used to identify risk factors for cerebrospinal fluid (CSF) shunt failure, these methods may not fully capture the complex contribution of clinical, radiologic, surgical, and shunt-specific variables influencing this outcome. Using prospectively collected data from the Hydrocephalus Clinical Research Network (HCRN) patient registry, we applied machine learning (ML) approaches to create a predictive model of CSF shunt failure. METHODS: Pediatric patients (age < 19 years) undergoing first-time CSF shunt placement at six HCRN centers were included. CSF shunt failure was defined as a composite outcome including requirement for shunt revision, endoscopic third ventriculostomy, or shunt infection within 5 years of initial surgery. Performance of conventional statistical and 4 ML models were compared. RESULTS: Our cohort consisted of 1036 children undergoing CSF shunt placement, of whom 344 (33.2%) experienced shunt failure. Thirty-eight clinical, radiologic, surgical, and shunt-design variables were included in the ML analyses. Of all ML algorithms tested, the artificial neural network (ANN) had the strongest performance with an area under the receiver operator curve (AUC) of 0.71. The ANN had a specificity of 90% and a sensitivity of 68%, meaning that the ANN can effectively rule-in patients most likely to experience CSF shunt failure (i.e., high specificity) and moderately effective as a tool to rule-out patients at high risk of CSF shunt failure (i.e., moderately sensitive). The ANN was independently validated in 155 patients (prospectively collected, retrospectively analyzed). CONCLUSION: These data suggest that the ANN, or future iterations thereof, can provide an evidence-based tool to assist in prognostication and patient-counseling immediately after CSF shunt placement.",Neural network,NN,Surgical Outcome Prediction,Neurosurgery,CSF shunt placement,1036,0.461538462,0.455,0.71,0.90579,0.68,0.9,0.62577,0.68,0.74,0.87,0.6933,Internal,No,High,Yes,Multinational,Multicenter,-0.188219254,-0.874967095,0,Retrospective review,https://dx.doi.org/10.1007/s00381-021-05061-7,Paywall
64,"Guo, 2021","BACKGROUND: Postoperative blood coagulation assessment of children with congenital heart disease (CHD) has been developed using a conventional statistical approach. In this study, the machine learning (ML) was used to predict postoperative blood coagulation function of children with CHD, and assess an array of ML models. METHODS: This was a retrospective and data mining study. Based on the samples of 1,690 children with CHD, and screening data based on demographic characteristics, conventional coagulation tests (CCTs) and complete blood count (CBC), with a precise data selection process, and the support of data mining and ML algorithms including Decision tree, Naive Bayes, Support Vector Machine (SVM), Adaptive Boost (AdaBoost) and Random Forest model, and explored the best prediction models of postoperative blood coagulation function for children with CHD by models performance measured in the area under the receiver operating characteristic (ROC) curve (AUC), calibration or Lift curves, and further verified the reliability of the models with statistical tests. RESULTS: In primary objective prediction, as decision tree, Naive Bayes, SVM, the AUC of our prediction algorithm was 0.81, 0.82, 0.82, respectively. The accuracy rate of the overall forecast has reached more than 75%. Subsequently, we furtherly build improved models. Among them, the true positive rate of the AdaBoost, Random Forest and SVM prediction models reached more than 80% in the ROC curve. These overall accuracy rate indicated a good classification model. Combined calibration curves and Lift curves, the better fit is the SVM model, which predicted postoperative abnormal coagulation, Lift =2.2, postoperative normal coagulation, Lift =1.8. The statistical results furtherly proved the reliability of ML models. The age, sex, mean corpuscular volume (MCV), mean corpuscular hemoglobin (MCH), mean corpuscular hemoglobin concentration (MCHC), white blood cell count (WBC) and platelet count (PLT) were the key features for predicting the postoperative blood coagulation state of children with CHD. CONCLUSIONS: ML technology and data mining algorithms may be used for outcome prediction in children with CHD for postoperative blood coagulation state based on the bulk of clinical data, especially CBC indictors from the real world.",Ensemble learner,Decision Tree,Adverse Event Prediction,Cardiac Surgery,Abnormal blood coagulation after cardiac surgery,1690,1.751,0.45114,0.81,0.7597,0.782,0.7796,0.60586,0.7732,0.7333,0.7469,0.6734,Cross-validation,Yes,High,Yes,China,Hospital,-0.168428066,-0.67900573,0,Retrospective review,https://dx.doi.org/10.21037/tp-20-238,
65,"Grist, 2021","Brain tumors represent the highest cause of mortality in the pediatric oncological population. Diagnosis is commonly performed with magnetic resonance imaging. Survival biomarkers are challenging to identify due to the relatively low numbers of individual tumor types. 69 children with biopsy-confirmed brain tumors were recruited into this study. All participants had perfusion and diffusion weighted imaging performed at diagnosis. Imaging data were processed using conventional methods, and a Bayesian survival analysis performed. Unsupervised and supervised machine learning were performed with the survival features, to determine novel sub-groups related to survival. Sub-group analysis was undertaken to understand differences in imaging features. Survival analysis showed that a combination of diffusion and perfusion imaging were able to determine two novel sub-groups of brain tumors with different survival characteristics (p < 0.01), which were subsequently classified with high accuracy (98%) by a neural network. Analysis of high-grade tumors showed a marked difference in survival (p = 0.029) between the two clusters with high risk and low risk imaging features. This study has developed a novel model of survival for pediatric brain tumors. Tumor perfusion plays a key role in determining survival and should be considered as a high priority for future imaging protocols.",Neural network,NN,Survival/Mortality prediction,Neurosurgery,4-year survival in brain tumors,69,8,0.33534,0.82,0.98,1,0.7103,0.90648,0.98556,0.95277,0.97326,0.98,Cross-validation,No,Unclear,Unclear,UK,Hospital,-0.217482372,0.270663981,0,Retrospective review,https://dx.doi.org/10.1038/s41598-021-96189-8,
66,"Fernandez, 2021","OBJECTIVE: To improve hypospadias classification system, we hereby, show the use of machine learning/image recognition to increase objectivity of hypospadias recognition and classification. Hypospadias anatomical variables such as meatal location, quality of urethral plate, glans size, and ventral curvature have been identified as predictors for postoperative outcomes but there is still significant subjectivity between evaluators. MATERIALS AND METHODS: A hypospadias image database with 1169 anonymized images (837 distal and 332 proximal) was used. Images were standardized (ventral aspect of the penis including the glans, shaft, and scrotum) and classified into distal or proximal and uploaded for training with TensorFlow. Data from the training were outputted to TensorBoard, to assess for the loss function. The model was then run on a set of 29 ""Test"" images randomly selected. Same set of images were distributed among expert clinicians in pediatric urology. Inter- and intrarater analyses were performed using Fleiss Kappa statistical analysis using the same 29 images shown to the algorithm. RESULTS: After training with 627 images, detection accuracy was 60%. With1169 images, accuracy increased to 90%. Inter-rater analysis among expert pediatric urologists was k= 0.86 and intrarater 0.74. Image recognition model emulates the almost perfect inter-rater agreement between experts. CONCLUSION: Our model emulates expert human classification of patients with distal/proximal hypospadias. Future applicability will be on standardizing the use of these technologies and their clinical applicability. The ability of using variables different than only anatomical will feed deep learning algorithms and possibly better assessments and predictions for surgical outcomes.",Neural network,TensorFlow,Diagnosis,General Surgery,Hypospadias,1169,12.12,0,0.9027,0.9,0.9329,0.77986,0.93612,0.93315,0.61348,0.97688,0.91938,Internal,No,Low,Yes,Canada,Hospital,-0.184194441,0.896786434,Urology,Retrospective review,https://dx.doi.org/10.1016/j.urology.2020.09.019,Paywall
67,"Feng, 2021","Background: Neuroblastoma is one of the most devastating forms of childhood cancer. Despite large amounts of attempts in precise survival prediction in neuroblastoma, the prediction efficacy remains to be improved. Method(s): Here, we applied a deep-learning (DL) model with the attention mechanism to predict survivals in neuroblastoma. We utilized 2 groups of features separated from 172 genes, to train 2 deep neural networks and combined them by the attention mechanism. Result(s): This classifier could accurately predict survivals, with areas under the curve of receiver operating characteristic (ROC) curves and time-dependent ROC reaching 0.968 and 0.974 in the training set respectively. The accuracy of the model was further confirmed in a validation cohort. Importantly, the two feature groups were mapped to two groups of patients, which were prognostic in Kaplan-Meier curves. Biological analyses showed that they exhibited diverse molecular backgrounds which could be linked to the prognosis of the patients. Conclusion(s): In this study, we applied artificial intelligence methods to improve the accuracy of neuroblastoma survival prediction based on gene expression and provide explanations for better understanding of the molecular mechanisms underlying neuroblastoma. © Copyright © 2021 Feng, Xiang, Yi, Meng, Chu, Huang, Zhao, Chen, Xiong and Feng.",Neural network,CNN,Survival/Mortality prediction,Neurosurgery,10-year neuroblastoma survival (gene expression analysis),955,14.61360274,0.431928931,0.85,0.852,0.911,0.605,0.8529,0.911,0.59908,0.96888,0.881,External,Yes,Low,Yes,China,"Gene Expression Omnibus, ArrayExpress",-0.190670456,1.275742905,0,Registry,https://dx.doi.org/10.3389/fonc.2021.653863,
68,"Faerber, 2021","<b>Introduction:</b> Tetralogy of Fallot (TOF) repair is associated with excellent operative survival. However, a subset of patients experiences post-operative complications, which can significantly alter the early and late post-operative course. We utilized a machine learning approach to identify risk factors for post-operative complications after TOF repair.",Ensemble learner,Gradient Boosting Machine,Adverse Event Prediction,Cardiac Surgery,AE after TOF repair,162,0.325,0.373,0.6856,0.6908,0.5836,0.7931,0.60814,0.5792,0.7554,0.7522,0.5742,Cross-validation,Yes,Low,Yes,USA,Hospital,-0.214668028,-0.895717045,0,Prospective,https://dx.doi.org/10.3389/fcvm.2021.685855,
69,"Chen, 2021: CSS","Ewing sarcoma is one of the most common types of malignant bone tumor in children and adolescents. However, to our limited knowledge, no study exists that uses machine learning to create algorithms for the prediction of survivorship for Ewing sarcoma. About 2332 patients with Ewing sarcoma between 1975 and 2016 in the United States were identified from Surveillance, Epidemiology, and End Results (SEER) program. All patients in the data set were randomly assigned into the training set and the testing set, at a 2:8 ratio. In the training set, boosted decision tree, support vector machine, nonparametric random forest method, and neural network models were developed to predict the 5-year survivorship. The overall survival rate in 5-year follow-up of this patient cohort is 60.72%. With respect to the algorithms for both cancer specific survival and overall survival, there was slight superiority in our performance metrics favoring the random forest method over the other models for survival prediction, with 77/83% sensitivity and 91/94% specificity, respectively. The random forest method was incorporated into a freely available web-based application. This application can be accessed through https://zryan.shinyapps.io/EwingSarcoma/. Clinical Significance: To the best of our knowledge, this is the first available predictive model for predicting survival in Ewing sarcoma based on machine-learning algorithms. This study may provide orthopedic surgeons with an easily accessible prediction tool when dealing with patients suffering from Ewing sarcoma. Copyright © 2021 Orthopaedic Research Society. Published by Wiley Periodicals LLC",Ensemble learner,Random Forest,Survival/Mortality prediction,Orthopedic Surgery,Cancer specific survival,2332,18.7,0.371,0.91,0.91559,0.77,0.91,0.9738,0.77,0.47599,0.97228,0.86,Cross-validation,No,Low,Yes,USA,Registry,-0.149000019,1.896758701,0,Registry,https://dx.doi.org/10.1002/jor.24991,
69,"Chen, 2021: OS","Ewing sarcoma is one of the most common types of malignant bone tumor in children and adolescents. However, to our limited knowledge, no study exists that uses machine learning to create algorithms for the prediction of survivorship for Ewing sarcoma. About 2332 patients with Ewing sarcoma between 1975 and 2016 in the United States were identified from Surveillance, Epidemiology, and End Results (SEER) program. All patients in the data set were randomly assigned into the training set and the testing set, at a 2:8 ratio. In the training set, boosted decision tree, support vector machine, nonparametric random forest method, and neural network models were developed to predict the 5-year survivorship. The overall survival rate in 5-year follow-up of this patient cohort is 60.72%. With respect to the algorithms for both cancer specific survival and overall survival, there was slight superiority in our performance metrics favoring the random forest method over the other models for survival prediction, with 77/83% sensitivity and 91/94% specificity, respectively. The random forest method was incorporated into a freely available web-based application. This application can be accessed through https://zryan.shinyapps.io/EwingSarcoma/. Clinical Significance: To the best of our knowledge, this is the first available predictive model for predicting survival in Ewing sarcoma based on machine-learning algorithms. This study may provide orthopedic surgeons with an easily accessible prediction tool when dealing with patients suffering from Ewing sarcoma. Copyright © 2021 Orthopaedic Research Society. Published by Wiley Periodicals LLC",Ensemble learner,Random Forest,Survival/Mortality prediction,Orthopedic Surgery,Overall survival,2332,18.7,0.371,0.94,0.91752,0.83,0.94,0.9829,0.83,0.53578,0.97047,0.9,Cross-validation,No,Low,Yes,USA,Registry,-0.149000019,1.896758701,0,Registry,https://dx.doi.org/10.1002/jor.24991,
70,"Bhambhvani, 2021","BACKGROUND: Genitourinary rhabdomyosarcoma (GU-RMS) is a rare, pediatric malignancy originating from embryonic mesenchyme. Current approaches to prognostication rely upon conventional statistical methods such as Cox proportional hazards (CPH) models and have suboptimal predictive ability. Given the success of deep learning approaches in other specialties, we sought to develop and compare deep learning models with CPH models for the prediction of 5-year survival in pediatric GU-RMS patients. METHODS: Patients less than 20 years of age with GU-RMS were identified within the Surveillance, Epidemiology, and End Results (SEER) database (1998-2011). Deep neural networks (DNN) were trained and tested on an 80/20 split of the dataset in a 5-fold cross-validated fashion. Multivariable CPH models were developed in parallel. The primary outcomes were 5-year overall survival (OS) and disease-specific survival (DSS). Variables used for prediction were age, sex, race, primary site, histology, degree of tumor extension, tumor size, receipt of surgery, and receipt of radiation. Receiver operating characteristic curve analysis was conducted, and DNN models were tested for calibration. RESULTS: 277 patients were included. The area under the curve (AUC) for the DNN models was 0.93 for OS and 0.91 for DSS. AUC for the CPH models was 0.82 for OS and 0.84 for DSS. The DNN models were well-calibrated: OS model (slope = 1.02, intercept = -0.06) and DSS model (slope = 0.79, intercept = 0.21). CONCLUSIONS: A deep learning-based model demonstrated excellent performance, superior to that of CPH models, in the prediction of pediatric GU-RMS survival. Deep learning approaches may enable improved prognostication for patients with rare cancers.",Neural network,CNN,Survival/Mortality prediction,Urology,5-year rhabdomyosarcoma overall survival,277,8.52,0.264,0.93,0.92379,0.93784,0.93385,0.90568,0.94315,0.9558,0.97556,0.91975,Cross-validation,No,Low,Yes,USA,Registry,-0.211187926,0.349689145,0,Prospective,https://dx.doi.org/10.1016/j.suronc.2020.11.002,Paywall
71,"Bertsimas, 2021: Mortality","OBJECTIVE: Risk assessment tools typically used in congenital heart surgery (CHS) assume that various possible risk factors interact in a linear and additive fashion, an assumption that may not reflect reality. Using artificial intelligence techniques, we sought to develop nonlinear models for predicting outcomes in CHS. METHODS: We built machine learning (ML) models to predict mortality, postoperative mechanical ventilatory support time (MVST), and hospital length of stay (LOS) for patients who underwent CHS, based on data of more than 235,000 patients and 295,000 operations provided by the European Congenital Heart Surgeons Association Congenital Database. We used optimal classification trees (OCTs) methodology for its interpretability and accuracy, and compared to logistic regression and state-of-the-art ML methods (Random Forests, Gradient Boosting), reporting their area under the curve (AUC or c-statistic) for both training and testing data sets. RESULTS: Optimal classification trees achieve outstanding performance across all three models (mortality AUC = 0.86, prolonged MVST AUC = 0.85, prolonged LOS AUC = 0.82), while being intuitively interpretable. The most significant predictors of mortality are procedure, age, and weight, followed by days since previous admission and any general preoperative patient risk factors. CONCLUSIONS: The nonlinear ML-based models of OCTs are intuitively interpretable and provide superior predictive power. The associated risk calculator allows easy, accurate, and understandable estimation of individual patient risks, in the theoretical framework of the average performance of all centers represented in the database. This methodology has the potential to facilitate decision-making and resource optimization in CHS, enabling total quality management and precise benchmarking initiatives.",Ensemble learner,Optimal Classification Trees,Adverse Event Prediction,Cardiac Surgery,Mortality,221335,6.166666667,0.45,0.862,0.93985,0.8047,0.82336,0.56897,0.809,0.6897,0.96636,0.6749,Internal,Yes,High,Yes,Multinational,Multicenter,6.478415176,-0.007950379,0,Retrospective review,https://dx.doi.org/10.1177/21501351211007106,
71,"Bertsimas, 2021: Prolonged MVST","OBJECTIVE: Risk assessment tools typically used in congenital heart surgery (CHS) assume that various possible risk factors interact in a linear and additive fashion, an assumption that may not reflect reality. Using artificial intelligence techniques, we sought to develop nonlinear models for predicting outcomes in CHS. METHODS: We built machine learning (ML) models to predict mortality, postoperative mechanical ventilatory support time (MVST), and hospital length of stay (LOS) for patients who underwent CHS, based on data of more than 235,000 patients and 295,000 operations provided by the European Congenital Heart Surgeons Association Congenital Database. We used optimal classification trees (OCTs) methodology for its interpretability and accuracy, and compared to logistic regression and state-of-the-art ML methods (Random Forests, Gradient Boosting), reporting their area under the curve (AUC or c-statistic) for both training and testing data sets. RESULTS: Optimal classification trees achieve outstanding performance across all three models (mortality AUC = 0.86, prolonged MVST AUC = 0.85, prolonged LOS AUC = 0.82), while being intuitively interpretable. The most significant predictors of mortality are procedure, age, and weight, followed by days since previous admission and any general preoperative patient risk factors. CONCLUSIONS: The nonlinear ML-based models of OCTs are intuitively interpretable and provide superior predictive power. The associated risk calculator allows easy, accurate, and understandable estimation of individual patient risks, in the theoretical framework of the average performance of all centers represented in the database. This methodology has the potential to facilitate decision-making and resource optimization in CHS, enabling total quality management and precise benchmarking initiatives.",Ensemble learner,Optimal Classification Trees,Adverse Event Prediction,Cardiac Surgery,Prolonged mechanical ventilatory support,231335,6.166666667,0.449175862,0.848,0.93655,0.8068,0.82336,0.57223,0.8078,0.6897,0.96636,0.6792,Internal,Yes,High,Yes,Multinational,Multicenter,6.781032729,-0.007950379,0,Retrospective review,https://dx.doi.org/10.1177/21501351211007106,
71,"Bertsimas, 2021: Prolonged LOS","OBJECTIVE: Risk assessment tools typically used in congenital heart surgery (CHS) assume that various possible risk factors interact in a linear and additive fashion, an assumption that may not reflect reality. Using artificial intelligence techniques, we sought to develop nonlinear models for predicting outcomes in CHS. METHODS: We built machine learning (ML) models to predict mortality, postoperative mechanical ventilatory support time (MVST), and hospital length of stay (LOS) for patients who underwent CHS, based on data of more than 235,000 patients and 295,000 operations provided by the European Congenital Heart Surgeons Association Congenital Database. We used optimal classification trees (OCTs) methodology for its interpretability and accuracy, and compared to logistic regression and state-of-the-art ML methods (Random Forests, Gradient Boosting), reporting their area under the curve (AUC or c-statistic) for both training and testing data sets. RESULTS: Optimal classification trees achieve outstanding performance across all three models (mortality AUC = 0.86, prolonged MVST AUC = 0.85, prolonged LOS AUC = 0.82), while being intuitively interpretable. The most significant predictors of mortality are procedure, age, and weight, followed by days since previous admission and any general preoperative patient risk factors. CONCLUSIONS: The nonlinear ML-based models of OCTs are intuitively interpretable and provide superior predictive power. The associated risk calculator allows easy, accurate, and understandable estimation of individual patient risks, in the theoretical framework of the average performance of all centers represented in the database. This methodology has the potential to facilitate decision-making and resource optimization in CHS, enabling total quality management and precise benchmarking initiatives.",Ensemble learner,Optimal Classification Trees,Adverse Event Prediction,Cardiac Surgery,Prolonged length of stay,231335,6.166666667,0.453675862,0.81,0.94854,0.8068,0.78596,0.56953,0.8078,0.6897,0.96636,0.6739,Internal,Yes,High,Yes,Multinational,Multicenter,6.781032729,-0.007950379,0,Retrospective review,https://dx.doi.org/10.1177/21501351211007106,
72,"Avila, 2021: Deceased","Computer-aided diagnosis is a research area of increasing interest in third-level pediatric hospital care. The effectiveness of surgical treatments improves with accurate and timely information, and machine learning techniques have been employed to assist practitioners in making decisions. In this context, the prediction of the discharge diagnosis of new incoming patients could make a difference for successful treatments and optimal resource use. In this paper, a computer-aided diagnosis system is proposed to provide statistical information on the discharge diagnosis of a new incoming patient, based on the historical records from previously treated patients. The proposed system was trained and tested using a dataset of 1196 records; the dataset was coded according to the International Classification of Diseases, version 10 (ICD10). Among the processing steps, relevant features for classification were selected using the sequential forward selection wrapper, and outliers were removed using the density-based spatial clustering of applications with noise. Ensembles of decision trees were trained with different strategies, and the highest classification accuracy was obtained with the extreme Gradient boosting algorithm. A 10-fold cross-validation strategy was employed for system evaluation, and performance comparison was performed in terms of accuracy and F-measure. Experimental results showed an average accuracy of 84.62%, and the resulting decision tree learned from the experience in samples allowed it to visualize suitable treatments related to the historical record of patients. According to computer simulations, the proposed classification approach using XGBoost provided higher classification performance than other ensemble approaches; the resulting decision tree can be employed to inform possible paths and risks according to previous experience learned by the system. Finally, the adaptive system may learn from new cases to increase decisions' accuracy through incremental learning.",Ensemble learner,Extreme Gradient Boosting,Diagnosis,Surgical Systems,Discharge status: Deceased,1205,8.341333333,0.276681239,0.88,0.92272,0.8573,0.9538,0.94612,0.8591,0.92017,0.96915,0.87239,Cross-validation,No,High,Yes,Peru,Hospital,-0.183105018,0.322536909,0,Retrospective review,https://doi.org/10.3390/app11083529,
72,"Avila, 2021: Unhealthy","Computer-aided diagnosis is a research area of increasing interest in third-level pediatric hospital care. The effectiveness of surgical treatments improves with accurate and timely information, and machine learning techniques have been employed to assist practitioners in making decisions. In this context, the prediction of the discharge diagnosis of new incoming patients could make a difference for successful treatments and optimal resource use. In this paper, a computer-aided diagnosis system is proposed to provide statistical information on the discharge diagnosis of a new incoming patient, based on the historical records from previously treated patients. The proposed system was trained and tested using a dataset of 1196 records; the dataset was coded according to the International Classification of Diseases, version 10 (ICD10). Among the processing steps, relevant features for classification were selected using the sequential forward selection wrapper, and outliers were removed using the density-based spatial clustering of applications with noise. Ensembles of decision trees were trained with different strategies, and the highest classification accuracy was obtained with the extreme Gradient boosting algorithm. A 10-fold cross-validation strategy was employed for system evaluation, and performance comparison was performed in terms of accuracy and F-measure. Experimental results showed an average accuracy of 84.62%, and the resulting decision tree learned from the experience in samples allowed it to visualize suitable treatments related to the historical record of patients. According to computer simulations, the proposed classification approach using XGBoost provided higher classification performance than other ensemble approaches; the resulting decision tree can be employed to inform possible paths and risks according to previous experience learned by the system. Finally, the adaptive system may learn from new cases to increase decisions' accuracy through incremental learning.",Ensemble learner,Extreme Gradient Boosting,Diagnosis,Surgical Systems,Discharge status: Unhealthy,1205,8.498333333,0.299121858,0.9,0.91794,0.8716,0.9532,0.92253,0.8721,0.92675,0.96915,0.885,Cross-validation,No,High,Yes,Peru,Hospital,-0.183105018,0.346396429,0,Retrospective review,https://doi.org/10.3390/app11083529,
